recovery_case_id,service_ticket_id,pms_reservation_id,crm_guest_id,reservation_match_confidence,reservation_match_method,crm_match_confidence,crm_match_method,comp_match_confidence,comp_match_method,guest_tier,traveler_segment,nightly_rate,stay_value,estimated_lifetime_value,guest_value_score,repeat_comp_review_risk,arrival_date,service_date,booking_channel_proxy,room_type_mismatch,room_move_count,special_requests_count,failure_category,issue_code_raw,failure_type,severity,severity_inferred_flag,hotel_responsibility_score,reported_in_stay,resolution_delay_minutes,complaint_sentiment_intensity,review_risk_score,post_stay_score,actual_comp_codes_normalized,actual_comp_labels_raw,actual_comp_face_value,actual_comp_internal_cost,total_onsite_spend,f_and_b_spend,spa_wellness_spend,parking_spend,occupancy_pressure,housekeeping_pressure,front_desk_queue_pressure,food_beverage_capacity_pressure,spa_capacity_pressure,target_property_name,has_rooftop_f_and_b,has_lobby_lounge,has_spa_wellness,has_pool_or_rooftop,has_parking_or_fee_recovery_context,has_beachfront_or_ocean_context,property_context_confidence,rooftop_f_and_b_fit_modifier,spa_wellness_fit_modifier,lobby_lounge_fit_modifier,parking_fee_fit_modifier,late_checkout_fit_modifier,room_upgrade_fit_modifier,brand_experience_weight,property_context_provenance,public_review_risk_prior,review_context_confidence,review_context_provenance,event_pressure_index,weather_disruption_index,local_demand_pressure_index,high_local_demand_flag,demand_context_confidence,demand_context_provenance,target_public_rate,comp_set_median_rate,market_median_rate,proper_vs_comp_set_index,public_rate_pressure_index,high_demand_rate_flag,upgrade_opportunity_cost_proxy,refund_cost_pressure,pricing_quote_count,rate_context_confidence,pricing_provenance,data_quality_flags
case_00034,TKT000034,PMS000056,CRM000056,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,vip_guest,coastal_weekend,950,2850,23380,0.729,0,2026-05-28,2026-05-30,direct,false,0,0,spa_wellness_service_issue,spa issue,process,3,true,0.74,true,5,0.73,0.451,6.6,,,0,0,940,335,560,20,0.695,0.758,0.566,0.691,0.564,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.64,0.28,sample_seed_review_taxonomy_prior,0.48,0.061,0.429,false,0.32,sample_seed_local_demand_context,895,875,885,1.023,1.0,true,268,1.286,6,0.92,sample_seed_public_rate_shape,severity_inferred;no_comp_record
case_00035,TKT000035,PMS001310,CRM001310,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,loyalty_guest,family_beach_trip,820,820,4730,0.386,0,2026-12-22,2026-12-22,ota,false,0,1,f_and_b_service_lapse,restaurant issue,process,3,false,0.7,false,5,0.598,0.392,7.2,,,0,0,450,115,280,55,0.481,0.506,0.339,0.487,0.312,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.6,0.28,sample_seed_review_taxonomy_prior,0.22,0.139,0.208,false,0.32,sample_seed_local_demand_context,640,630,635,1.016,0.079,false,62,0.897,6,0.92,sample_seed_public_rate_shape,no_comp_record
case_00036,TKT000036,PMS001548,CRM001548,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,new_guest,local_staycation,680,680,1060,0.143,0,2026-06-02,2026-06-02,group_or_event,false,0,0,maintenance_issue,maintenance,outcome,3,false,0.78,true,5,0.6,0.504,0,,,0,0,20,20,0,0,0.453,0.405,0.369,0.476,0.505,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.69,0.28,sample_seed_review_taxonomy_prior,0.22,0.158,0.227,false,0.32,sample_seed_local_demand_context,710,720,718,0.986,0.356,false,112,1.009,6,0.92,sample_seed_public_rate_shape,no_review_or_survey;no_comp_record
case_00037,TKT000037,PMS000857,CRM000857,0.78,guest_key_date_window,0.95,direct_crm_id,0.0,no_comp_record,loyalty_guest,coastal_weekend,780,3900,14230,0.624,0.2,2026-05-15,2026-05-15,direct,false,0,1,housekeeping_miss,hk miss,outcome,3,false,0.9,false,5,0.6,0.513,0,,,0,0,320,280,0,40,0.503,0.411,0.273,0.444,0.323,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.72,0.28,sample_seed_review_taxonomy_prior,0.48,0.085,0.462,false,0.32,sample_seed_local_demand_context,900,910,905,0.989,1.0,true,270,1.28,6,0.92,sample_seed_public_rate_shape,no_review_or_survey;no_comp_record
case_00038,TKT000038,PMS001227,CRM001227,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,loyalty_guest,local_staycation,750,3750,13480,0.609,0.2,2026-06-18,2026-06-22,direct,false,0,1,valet_or_parking_delay,parking,process,3,false,0.62,true,5,0.667,0.411,6.6,parking_fee_waiver,Valet comp,0,0,0,0,0,0,0.965,0.889,0.847,0.734,0.596,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.56,0.18,sample_seed_review_taxonomy_prior,0.22,0.044,0.262,false,0.32,sample_seed_local_demand_context,795,735,765,1.082,0.692,false,185,1.171,6,0.92,sample_seed_public_rate_shape,
case_00039,TKT000039,PMS001137,CRM001137,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,returning_guest,local_staycation,730,730,2690,0.254,0.2,2026-12-25,2026-12-25,ota,false,0,0,housekeeping_miss,housekeeping,outcome,3,false,0.9,true,5,0.6,0.513,0,rooftop_f_and_b_credit,Restaurant credit,160,64,85,85,0,0,0.623,0.611,0.266,0.418,0.509,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.72,0.28,sample_seed_review_taxonomy_prior,0.78,0.114,0.604,false,0.32,sample_seed_local_demand_context,835,840,838,0.994,0.85,true,223,1.217,6,0.92,sample_seed_public_rate_shape,no_review_or_survey
case_00040,TKT000040,PMS000518,CRM000518,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,returning_guest,design_leisure,660,660,2660,0.266,0.2,2026-01-16,2026-01-16,ota,false,0,1,maintenance_issue,maintenance,outcome,3,false,0.78,false,5,0.6,0.504,0,room_upgrade,Upgrade,420,105,285,285,0,0,0.768,0.7,0.446,0.512,0.314,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.69,0.28,sample_seed_review_taxonomy_prior,0.48,0.025,0.429,false,0.32,sample_seed_local_demand_context,740,715,728,1.035,0.474,false,136,1.068,6,0.92,sample_seed_public_rate_shape,no_review_or_survey
case_00041,TKT000041,PMS000488,CRM000488,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,returning_guest,local_staycation,660,4620,18220,0.621,0,2026-12-01,2026-12-04,direct,false,1,2,noise_disruption,sleep disruption,process,3,false,0.48,true,5,0.6,0.485,0,,,0,0,90,90,0,0,0.69,0.61,0.72,0.477,0.364,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.62,0.28,sample_seed_review_taxonomy_prior,0.48,0.125,0.454,false,0.32,sample_seed_local_demand_context,815,740,752,1.101,0.771,true,203,1.209,6,0.92,sample_seed_public_rate_shape,no_review_or_survey;no_comp_record
case_00042,TKT000042,PMS001167,CRM001167,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,loyalty_guest,wellness_getaway,810,3240,15430,0.605,0.2,2026-11-10,2026-11-13,corporate,false,0,1,room_assignment_expectation_gap,view issue,outcome,3,false,0.74,true,5,0.6,0.501,0,late_checkout,4pm checkout,85,17,635,465,170,0,0.53,0.577,0.428,0.532,0.123,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.68,0.28,sample_seed_review_taxonomy_prior,0.48,0.077,0.366,false,0.32,sample_seed_local_demand_context,750,730,740,1.027,0.514,false,145,1.083,6,0.92,sample_seed_public_rate_shape,no_review_or_survey
case_00043,TKT000043,PMS001376,CRM001376,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,event_or_suite_guest,coastal_weekend,950,3800,24230,0.816,0.2,2026-02-08,2026-02-09,travel_advisor,false,0,1,f_and_b_service_lapse,restaurant issue,process,2,true,0.7,true,5,0.61,0.48,6.1,rooftop_f_and_b_credit,F&B,130,52,0,0,0,0,0.612,0.564,0.634,0.399,0.53,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.6,0.28,sample_seed_review_taxonomy_prior,0.22,0.148,0.246,false,0.32,sample_seed_local_demand_context,655,630,642,1.04,0.138,false,72,0.928,6,0.92,sample_seed_public_rate_shape,severity_inferred
case_00044,TKT000044,PMS000570,CRM000570,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,vip_guest,family_beach_trip,1130,2260,16410,0.662,0,2026-02-16,2026-02-16,direct,false,0,1,f_and_b_service_lapse,restaurant issue,process,4,false,0.75,true,5,0.8,0.583,0,lobby_lounge_credit,Bar credit,95,36,640,270,370,0,0.32,0.264,0.093,0.144,0.038,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.6,0.28,sample_seed_review_taxonomy_prior,0.22,0.132,0.271,false,0.32,sample_seed_local_demand_context,540,575,560,0.939,0.0,false,43,0.86,6,0.92,sample_seed_public_rate_shape,no_review_or_survey
case_00045,TKT000045,PMS000126,CRM000126,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.62,reservation_level_comp_match,new_guest,business_traveler,680,680,900,0.142,0.4,2026-08-11,2026-08-11,travel_advisor,false,0,0,maintenance_issue,room equipment,outcome,3,false,0.78,true,5,0.732,0.465,6.6,parking_fee_waiver,Destination fee waive,85,15,0,0,0,0,0.959,1.0,0.704,0.721,0.882,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.69,0.28,sample_seed_review_taxonomy_prior,0.22,0.172,0.237,false,0.32,sample_seed_local_demand_context,745,780,762,0.955,0.494,false,141,1.068,6,0.92,sample_seed_public_rate_shape,
case_00046,TKT000046,PMS000705,CRM000705,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,vip_guest,event_or_wedding,960,960,5720,0.479,0,2026-06-16,2026-06-16,ota,true,1,0,f_and_b_service_lapse,order problem,process,2,false,0.7,true,5,0.428,0.328,8.0,,,0,0,0,0,0,0,0.846,0.861,0.765,0.723,0.536,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.6,0.28,sample_seed_review_taxonomy_prior,0.22,0.171,0.231,false,0.32,sample_seed_local_demand_context,725,775,775,0.935,0.415,false,124,1.034,6,0.92,sample_seed_public_rate_shape,no_comp_record
case_00047,TKT000047,PMS000031,CRM000031,0.78,guest_key_date_window,0.95,direct_crm_id,1.0,direct_ticket_id,returning_guest,local_staycation,720,2160,6730,0.36,0.2,2026-06-05,2026-06-07,corporate,false,0,0,f_and_b_service_lapse,dining delay,process,2,false,0.7,false,5,0.476,0.32,8.1,lobby_lounge_credit,Bar credit,85,32,1135,1135,0,0,0.624,0.615,0.787,0.333,0.488,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.6,0.28,sample_seed_review_taxonomy_prior,0.7,0.146,0.612,false,0.32,sample_seed_local_demand_context,905,865,885,1.046,1.0,true,272,1.292,6,0.92,sample_seed_public_rate_shape,
case_00048,TKT000048,PMS000941,CRM000941,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,new_guest,design_leisure,490,980,2020,0.167,0,2026-11-10,2026-11-10,corporate,false,0,0,noise_disruption,sleep disruption,process,3,false,0.48,false,5,0.587,0.55,5.3,,,0,0,85,85,0,0,0.412,0.372,0.356,0.185,0.244,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.62,0.28,sample_seed_review_taxonomy_prior,0.22,0.085,0.246,false,0.32,sample_seed_local_demand_context,755,730,742,1.034,0.534,false,149,1.093,6,0.92,sample_seed_public_rate_shape,no_comp_record
case_00049,TKT000049,PMS000528,CRM000528,0.58,room_date_window,0.95,direct_crm_id,0.0,no_comp_record,new_guest,business_traveler,580,2900,5920,0.294,0.12,2026-11-03,2026-11-05,direct,false,0,0,maintenance_issue,room equipment,outcome,3,true,0.78,true,5,0.6,0.504,0,,,0,0,420,395,0,0,0.365,0.328,0.166,0.329,0.172,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.69,0.28,sample_seed_review_taxonomy_prior,0.22,0.065,0.211,false,0.32,sample_seed_local_demand_context,685,650,668,1.054,0.257,false,94,0.981,6,0.92,sample_seed_public_rate_shape,low_reservation_match_confidence;severity_inferred;no_review_or_survey;no_comp_record
case_00050,TKT000050,PMS000293,CRM000293,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,new_guest,coastal_weekend,630,2520,2790,0.261,0,2026-02-16,2026-02-16,direct,false,0,1,spa_wellness_service_issue,treatment delay,process,2,false,0.74,true,5,0.559,0.451,6.6,,,0,0,915,915,0,0,0.32,0.264,0.093,0.144,0.038,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.64,0.28,sample_seed_review_taxonomy_prior,0.22,0.132,0.271,false,0.32,sample_seed_local_demand_context,540,575,560,0.939,0.0,false,43,0.86,6,0.92,sample_seed_public_rate_shape,no_comp_record
case_00051,TKT000051,PMS000020,CRM000020,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,vip_guest,local_staycation,750,5250,44140,0.837,0.2,2026-02-05,2026-02-10,direct,false,0,0,housekeeping_miss,housekeeping,outcome,3,false,0.9,false,5,0.6,0.513,0,amenity_gesture,In-room gesture,65,29,85,0,0,85,0.568,0.43,0.443,0.473,0.306,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.72,0.28,sample_seed_review_taxonomy_prior,0.22,0.033,0.178,false,0.32,sample_seed_local_demand_context,640,665,652,0.962,0.079,false,62,0.893,6,0.92,sample_seed_public_rate_shape,no_review_or_survey
case_00052,TKT000052,PMS000789,CRM000789,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,returning_guest,wellness_getaway,740,740,2140,0.249,0,2026-08-22,2026-08-22,direct,false,0,0,billing_or_fee_dispute,fee dispute,process,1,false,0.55,true,71,0.2,0.266,0,,,0,0,560,300,185,75,0.951,0.898,0.654,0.7,0.703,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.58,0.28,sample_seed_review_taxonomy_prior,0.7,0.021,0.533,false,0.32,sample_seed_local_demand_context,845,895,885,0.944,0.889,true,233,1.234,6,0.92,sample_seed_public_rate_shape,no_review_or_survey;no_comp_record
case_00053,TKT000053,PMS001478,CRM001478,0.78,guest_key_date_window,0.95,direct_crm_id,0.0,no_comp_record,returning_guest,coastal_weekend,780,5460,12320,0.556,0,2026-10-13,2026-10-14,direct,false,0,0,room_readiness_delay,arrival delay,outcome,4,false,0.93,true,5,0.8,0.622,0,,,0,0,0,0,0,0,0.749,0.885,0.735,0.736,0.378,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.74,0.28,sample_seed_review_taxonomy_prior,0.22,0.042,0.264,false,0.32,sample_seed_local_demand_context,680,705,692,0.965,0.237,false,90,0.96,6,0.92,sample_seed_public_rate_shape,no_review_or_survey;no_comp_record
case_00054,TKT000054,PMS001191,CRM001191,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,new_guest,business_traveler,500,1500,2700,0.197,0,2026-02-01,2026-02-02,travel_advisor,false,0,0,housekeeping_miss,linen/turndown,outcome,3,true,0.9,true,5,0.6,0.513,0,rooftop_f_and_b_credit,F&B,185,74,120,120,0,0,0.32,0.49,0.074,0.114,0.195,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.72,0.28,sample_seed_review_taxonomy_prior,0.22,0.052,0.245,false,0.32,sample_seed_local_demand_context,635,680,668,0.934,0.059,false,59,0.885,6,0.92,sample_seed_public_rate_shape,severity_inferred;ltv_imputed;no_review_or_survey
case_00055,TKT000055,PMS000403,CRM000403,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,loyalty_guest,design_leisure,880,1760,10590,0.488,0,2026-07-08,2026-07-09,direct,false,0,1,noise_disruption,sleep disruption,process,2,false,0.48,false,5,0.27,0.374,7.5,,,0,0,325,325,0,0,0.835,0.748,0.673,0.631,0.775,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.62,0.28,sample_seed_review_taxonomy_prior,0.22,0.107,0.287,false,0.32,sample_seed_local_demand_context,725,665,695,1.09,0.415,false,124,1.057,6,0.92,sample_seed_public_rate_shape,no_comp_record
case_00056,TKT000056,PMS000684,CRM000684,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.62,reservation_level_comp_match,new_guest,coastal_weekend,700,2100,4030,0.238,0.2,2026-06-21,2026-06-22,ota,false,0,0,room_readiness_delay,arrival delay,outcome,3,false,0.88,false,5,0.812,0.479,6.6,parking_fee_waiver,Parking waiver,115,21,0,0,0,0,0.965,0.889,0.847,0.734,0.596,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.74,0.28,sample_seed_review_taxonomy_prior,0.22,0.044,0.262,false,0.32,sample_seed_local_demand_context,795,735,765,1.082,0.692,false,185,1.171,6,0.92,sample_seed_public_rate_shape,
case_00057,TKT000057,PMS001015,CRM001015,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,new_guest,family_beach_trip,670,4690,6910,0.387,0,2026-07-07,2026-07-08,ota,false,0,0,valet_or_parking_delay,car delay,process,2,false,0.62,true,19,0.4,0.337,0,,,0,0,490,275,215,0,0.568,0.47,0.458,0.355,0.505,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.56,0.18,sample_seed_review_taxonomy_prior,0.22,0.176,0.28,false,0.32,sample_seed_local_demand_context,745,760,752,0.98,0.494,false,141,1.068,6,0.92,sample_seed_public_rate_shape,no_review_or_survey;no_comp_record
case_00058,TKT000058,PMS001315,CRM001315,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.62,reservation_level_comp_match,new_guest,family_beach_trip,540,1080,2090,0.188,0.2,2026-03-29,2026-03-29,direct,true,1,1,room_assignment_expectation_gap,wrong room,outcome,4,false,0.79,true,34,0.8,0.605,0,room_upgrade,Suite upgrade,410,102,105,0,0,105,0.635,0.652,0.58,0.618,0.401,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.68,0.28,sample_seed_review_taxonomy_prior,0.48,0.14,0.4,false,0.32,sample_seed_local_demand_context,760,735,738,1.034,0.553,false,153,1.101,6,0.92,sample_seed_public_rate_shape,no_review_or_survey
case_00059,TKT000059,PMS000954,CRM000954,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,returning_guest,wellness_getaway,570,1710,3620,0.324,0,2026-01-07,2026-01-07,direct,false,0,1,housekeeping_miss,linen/turndown,outcome,3,false,0.9,true,5,0.51,0.466,6.7,parking_fee_waiver,Parking/Dest fee,105,19,65,65,0,0,0.32,0.362,0.308,0.091,0.109,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.72,0.28,sample_seed_review_taxonomy_prior,0.22,0.045,0.185,false,0.32,sample_seed_local_demand_context,675,705,705,0.957,0.217,false,86,0.951,6,0.92,sample_seed_public_rate_shape,
case_00060,TKT000060,PMS000752,CRM000752,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.0,no_comp_record,returning_guest,coastal_weekend,620,1240,4190,0.292,0,2026-05-16,2026-05-17,group_or_event,false,0,0,room_assignment_expectation_gap,room type mismatch,outcome,3,false,0.74,false,5,0.6,0.501,0,,,0,0,520,520,0,0,0.937,1.0,0.774,0.757,0.591,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.68,0.28,sample_seed_review_taxonomy_prior,0.48,0.095,0.382,false,0.32,sample_seed_local_demand_context,750,840,795,0.893,0.514,true,145,1.076,6,0.92,sample_seed_public_rate_shape,no_review_or_survey;no_comp_record
case_00061,TKT000061,PMS000103,CRM000103,1.0,direct_pms_reservation_id,0.95,direct_crm_id,0.62,reservation_level_comp_match,new_guest,business_traveler,540,540,980,0.152,0.2,2026-08-06,2026-08-06,travel_advisor,false,0,1,housekeeping_miss,housekeeping,outcome,3,false,0.9,true,5,0.582,0.546,5.7,rooftop_f_and_b_credit,Food Credit,160,64,145,145,0,0,0.585,0.583,0.593,0.554,0.482,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.72,0.28,sample_seed_review_taxonomy_prior,0.22,0.064,0.206,false,0.32,sample_seed_local_demand_context,720,760,740,0.947,0.395,false,120,1.026,6,0.92,sample_seed_public_rate_shape,
case_00062,TKT000062,PMS001285,CRM001285,0.78,guest_key_date_window,0.95,direct_crm_id,0.0,no_comp_record,new_guest,business_traveler,550,1650,2460,0.234,0,2026-12-28,2026-12-28,direct,false,0,2,billing_or_fee_dispute,charge question,process,3,false,0.55,true,6,0.6,0.473,0,,,0,0,485,425,0,60,0.624,0.623,0.618,0.459,0.327,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.58,0.28,sample_seed_review_taxonomy_prior,0.78,0.12,0.643,false,0.32,sample_seed_local_demand_context,820,795,808,1.031,0.791,true,208,1.2,6,0.92,sample_seed_public_rate_shape,no_review_or_survey;no_comp_record
case_00063,TKT000063,PMS000326,CRM000326,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,new_guest,wellness_getaway,730,2190,4560,0.248,0.2,2026-05-03,2026-05-04,direct,false,0,0,room_readiness_delay,late room,outcome,4,false,0.93,false,5,0.682,0.511,6.2,lobby_lounge_credit,Palma credit,95,36,40,0,0,40,0.99,1.0,0.931,0.77,0.819,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.74,0.28,sample_seed_review_taxonomy_prior,0.22,0.133,0.235,false,0.32,sample_seed_local_demand_context,855,760,808,1.125,0.929,true,243,1.281,6,0.92,sample_seed_public_rate_shape,
case_00064,TKT000064,PMS001473,CRM001473,1.0,direct_pms_reservation_id,0.95,direct_crm_id,1.0,direct_ticket_id,new_guest,business_traveler,710,1420,2900,0.212,0,2026-03-28,2026-03-28,ota,false,1,1,f_and_b_service_lapse,restaurant issue,process,2,true,0.7,false,5,0.4,0.375,0,manager_note,Personal apology,0,0,0,0,0,0,0.742,0.806,0.612,0.544,0.574,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.6,0.28,sample_seed_review_taxonomy_prior,0.48,0.109,0.446,false,0.32,sample_seed_local_demand_context,740,785,778,0.943,0.474,false,136,1.059,6,0.92,sample_seed_public_rate_shape,severity_inferred;no_review_or_survey
case_00065,TKT000065,PMS000230,CRM000230,0.78,guest_key_date_window,0.95,direct_crm_id,1.0,direct_ticket_id,new_guest,wellness_getaway,430,430,750,0.129,0,2026-07-05,2026-07-05,direct,true,1,0,billing_or_fee_dispute,charge question,process,5,false,0.6,true,5,0.833,0.546,5.2,partial_room_refund,Partial night,340,340,350,280,0,0,0.99,0.871,0.948,0.916,0.788,Santa Monica Proper Hotel,true,true,true,true,true,true,0.88,1.22,1.18,1.12,1.04,1.04,1.08,0.92,observed_public_property_context,0.58,0.28,sample_seed_review_taxonomy_prior,0.92,0.081,0.726,true,0.32,sample_seed_local_demand_context,1035,1030,1032,1.005,1.0,true,310,1.281,6,0.92,sample_seed_public_rate_shape,
