audit_id,recovery_case_id,service_ticket_id,pms_reservation_id,audit_class,audit_flags,recommended_action,guest_tier,traveler_segment,failure_category,severity,recovery_need_score,review_risk_score,stay_value,estimated_lifetime_value,public_rate_pressure_index,high_demand_rate_flag,target_public_rate,comp_set_median_rate,rate_context_confidence,pricing_provenance,actual_comp_codes_normalized,actual_comp_face_value,actual_comp_internal_cost,recommended_comp_code,recommended_comp_label,recommended_comp_value,recommended_internal_cost,recommended_internal_cost_low,recommended_internal_cost_high,recommended_minus_actual_value,internal_cost_delta,manager_review_flag,decision_confidence,recommendation_stability,policy_id,policy_version,reservation_match_confidence,crm_match_confidence,data_quality_flags,recommendation_reason_codes
audit_00051,case_00051,TKT000051,PMS000020,under_recovered,,Review upward variance between the matched synthetic action and context-engine recommendation.,vip_guest,local_staycation,housekeeping_miss,3,66.99,0.513,5250,44140,0.079,false,640,665,0.92,sample_seed_public_rate_shape,amenity_gesture,65,29,future_stay_credit,future-stay credit,260,156,78,221,195,127,false,high,0.963,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,high_guest_relationship_value;hotel_responsible_failure
audit_00052,case_00052,TKT000052,PMS000789,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,returning_guest,wellness_getaway,billing_or_fee_dispute,1,35.65,0.266,740,2140,0.889,true,845,895,0.92,sample_seed_public_rate_shape,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,135,54,34,81,135,54,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey;no_comp_record,recoverable_before_checkout;high_perceived_value_lower_estimated_cost;public_rate_pressure_changed_recovery;property_fit_changed_recovery
audit_00053,case_00053,TKT000053,PMS001478,data_quality_hold,no_historical_comp_record;high_severity,Resolve source matching or missing reference action before comparing policies.,returning_guest,coastal_weekend,room_readiness_delay,4,70.95,0.622,5460,12320,0.237,false,680,705,0.92,sample_seed_public_rate_shape,,0,0,future_stay_credit,future-stay credit,275,165,82,234,275,165,false,high,0.852,intelligent_generosity,smp-public-context-v1.0.0,0.78,0.95,no_review_or_survey;no_comp_record,hotel_responsible_failure;high_severity_issue;recoverable_before_checkout;operational_pressure_changed_recovery
audit_00054,case_00054,TKT000054,PMS001191,aligned_recovery,severity_inferred,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,business_traveler,housekeeping_miss,3,57.06,0.513,1500,2700,0.059,false,635,680,0.92,sample_seed_public_rate_shape,rooftop_f_and_b_credit,185,74,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,-35,-14,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,severity_inferred;ltv_imputed;no_review_or_survey,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00055,case_00055,TKT000055,PMS000403,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,loyalty_guest,design_leisure,noise_disruption,2,44.17,0.374,1760,10590,0.415,false,725,665,0.92,sample_seed_public_rate_shape,,0,0,spa_wellness_credit,Surya Spa or Recovery Suite credit,275,151,82,206,275,151,false,high,0.926,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_comp_record,high_guest_relationship_value;high_perceived_value_lower_estimated_cost
audit_00056,case_00056,TKT000056,PMS000684,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,coastal_weekend,room_readiness_delay,3,60.69,0.479,2100,4030,0.692,false,795,735,0.92,sample_seed_public_rate_shape,parking_fee_waiver,115,21,rooftop_f_and_b_credit,Calabra or Palma dining credit,180,72,45,108,65,51,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,,hotel_responsible_failure;high_perceived_value_lower_estimated_cost;property_fit_changed_recovery
audit_00057,case_00057,TKT000057,PMS001015,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,new_guest,family_beach_trip,valet_or_parking_delay,2,44.72,0.337,4690,6910,0.494,false,745,760,0.92,sample_seed_public_rate_shape,,0,0,parking_fee_waiver,parking or destination-fee waiver,85,15,7,30,85,15,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey;no_comp_record,recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00058,case_00058,TKT000058,PMS001315,aligned_recovery,high_severity,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,family_beach_trip,room_assignment_expectation_gap,4,65.84,0.605,1080,2090,0.553,false,760,735,0.92,sample_seed_public_rate_shape,room_upgrade,410,102,room_upgrade,room upgrade,360,90,29,234,-50,-12,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,hotel_responsible_failure;high_severity_issue;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00059,case_00059,TKT000059,PMS000954,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,returning_guest,wellness_getaway,housekeeping_miss,3,57.11,0.466,1710,3620,0.217,false,675,705,0.92,sample_seed_public_rate_shape,parking_fee_waiver,105,19,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,45,41,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00060,case_00060,TKT000060,PMS000752,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,returning_guest,coastal_weekend,room_assignment_expectation_gap,3,57.17,0.501,1240,4190,0.514,true,750,840,0.92,sample_seed_public_rate_shape,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,150,60,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey;no_comp_record,hotel_responsible_failure;high_perceived_value_lower_estimated_cost
audit_00061,case_00061,TKT000061,PMS000103,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,business_traveler,housekeeping_miss,3,56.9,0.546,540,980,0.395,false,720,760,0.92,sample_seed_public_rate_shape,rooftop_f_and_b_credit,160,64,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,-10,-4,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00062,case_00062,TKT000062,PMS001285,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,new_guest,business_traveler,billing_or_fee_dispute,3,50.02,0.473,1650,2460,0.791,true,820,795,0.92,sample_seed_public_rate_shape,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,150,60,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,0.78,0.95,no_review_or_survey;no_comp_record,recoverable_before_checkout;high_perceived_value_lower_estimated_cost;public_rate_pressure_changed_recovery;property_fit_changed_recovery
audit_00063,case_00063,TKT000063,PMS000326,aligned_recovery,high_severity,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,wellness_getaway,room_readiness_delay,4,66.78,0.511,2190,4560,0.929,true,855,760,0.92,sample_seed_public_rate_shape,lobby_lounge_credit,95,36,rooftop_f_and_b_credit,Calabra or Palma dining credit,180,72,45,108,85,36,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,,hotel_responsible_failure;high_severity_issue;high_perceived_value_lower_estimated_cost
audit_00064,case_00064,TKT000064,PMS001473,aligned_recovery,severity_inferred,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,business_traveler,f_and_b_service_lapse,2,45.48,0.375,1420,2900,0.474,false,740,785,0.92,sample_seed_public_rate_shape,manager_note,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,150,60,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,severity_inferred;no_review_or_survey,hotel_responsible_failure;high_perceived_value_lower_estimated_cost
audit_00065,case_00065,TKT000065,PMS000230,over_comped,high_severity,Review downward variance between the matched synthetic action and context-engine recommendation.,new_guest,wellness_getaway,billing_or_fee_dispute,5,63.68,0.546,430,750,1.0,true,1035,1030,0.92,sample_seed_public_rate_shape,partial_room_refund,340,340,rooftop_f_and_b_credit,Calabra or Palma dining credit,180,72,45,108,-160,-268,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,0.78,0.95,,high_severity_issue;recoverable_before_checkout;high_perceived_value_lower_estimated_cost;property_fit_changed_recovery
audit_00066,case_00066,TKT000066,PMS000852,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,loyalty_guest,business_traveler,noise_disruption,3,53.15,0.485,1240,5830,0.0,false,540,575,0.92,sample_seed_public_rate_shape,,0,0,spa_wellness_credit,Surya Spa or Recovery Suite credit,275,151,82,206,275,151,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey;no_comp_record,high_guest_relationship_value;high_perceived_value_lower_estimated_cost
audit_00067,case_00067,TKT000067,PMS000883,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,wellness_getaway,f_and_b_service_lapse,3,52.0,0.479,1340,2520,0.395,false,720,760,0.92,sample_seed_public_rate_shape,parking_fee_waiver,85,15,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,65,45,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00068,case_00068,TKT000068,PMS000899,over_comped,,Review downward variance between the matched synthetic action and context-engine recommendation.,new_guest,coastal_weekend,room_readiness_delay,3,62.83,0.518,1800,3570,0.988,true,870,820,0.92,sample_seed_public_rate_shape,room_upgrade,330,82,rooftop_f_and_b_credit,Calabra or Palma dining credit,180,72,45,108,-150,-10,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,hotel_responsible_failure;high_perceived_value_lower_estimated_cost
audit_00069,case_00069,TKT000069,PMS000015,under_recovered,,Review upward variance between the matched synthetic action and context-engine recommendation.,returning_guest,wellness_getaway,rooftop_pool_access_issue,3,57.97,0.48,2840,11350,0.85,true,835,840,0.92,sample_seed_public_rate_shape,amenity_gesture,40,18,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,110,42,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,,recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00070,case_00070,TKT000070,PMS000689,data_quality_hold,severity_inferred;no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,new_guest,business_traveler,f_and_b_service_lapse,2,46.87,0.375,1260,2450,0.593,false,770,705,0.92,sample_seed_public_rate_shape,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,150,60,38,90,150,60,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,severity_inferred;no_review_or_survey;no_comp_record,hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00071,case_00071,TKT000071,PMS000080,aligned_recovery,,Matched synthetic action and context-engine recommendation are within the diagnostic tolerance.,new_guest,local_staycation,maintenance_issue,2,49.35,0.401,2680,4824,0.02,false,625,630,0.92,sample_seed_public_rate_shape,lobby_lounge_credit,95,36,spa_wellness_credit,Surya Spa or Recovery Suite credit,275,151,82,206,180,115,false,moderate,0.963,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,ltv_imputed;no_review_or_survey,hotel_responsible_failure;high_perceived_value_lower_estimated_cost
audit_00072,case_00072,TKT000072,PMS000349,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,vip_guest,coastal_weekend,spa_wellness_service_issue,3,56.45,0.49,730,4840,0.929,true,855,760,0.92,sample_seed_public_rate_shape,,0,0,spa_wellness_credit,Surya Spa or Recovery Suite credit,275,151,82,206,275,151,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey;no_comp_record,high_guest_relationship_value;hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00073,case_00073,TKT000073,PMS001104,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,loyalty_guest,wellness_getaway,rooftop_pool_access_issue,1,36.37,0.272,1420,8780,0.593,false,770,725,0.92,sample_seed_public_rate_shape,,0,0,rooftop_f_and_b_credit,Calabra or Palma dining credit,135,54,34,81,135,54,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey;no_comp_record,high_guest_relationship_value;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
audit_00074,case_00074,TKT000074,PMS001316,data_quality_hold,no_historical_comp_record,Resolve source matching or missing reference action before comparing policies.,new_guest,design_leisure,valet_or_parking_delay,3,54.39,0.455,2400,4230,0.474,false,740,640,0.92,sample_seed_public_rate_shape,,0,0,parking_fee_waiver,parking or destination-fee waiver,85,15,7,30,85,15,false,high,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey;no_comp_record,high_perceived_value_lower_estimated_cost
audit_00075,case_00075,TKT000075,PMS000410,data_quality_hold,weak_identity_or_reservation_match;severity_inferred;no_historical_comp_record;manager_review_model_flag;low_decision_confidence,Resolve source matching or missing reference action before comparing policies.,loyalty_guest,business_traveler,room_assignment_expectation_gap,3,55.75,0.501,690,1242,0.514,false,750,730,0.92,sample_seed_public_rate_shape,,0,0,room_upgrade,room upgrade,300,75,24,195,300,75,true,low,1.0,intelligent_generosity,smp-public-context-v1.0.0,0.58,0.95,low_reservation_match_confidence;severity_inferred;ltv_imputed;no_review_or_survey;no_comp_record,high_guest_relationship_value;hotel_responsible_failure;recoverable_before_checkout;high_perceived_value_lower_estimated_cost;manager_review_required
audit_00076,case_00076,TKT000076,PMS000574,manager_review_required,manager_review_model_flag;high_review_risk;high_severity,"Route to manager because severity, guest value, spend, or policy variance is high.",event_or_suite_guest,local_staycation,housekeeping_miss,5,83.88,0.72,5320,40550,0.87,true,840,815,0.92,sample_seed_public_rate_shape,future_stay_credit,375,225,partial_room_refund,partial room refund,450,450,450,450,75,225,true,high,0.963,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,no_review_or_survey,high_guest_relationship_value;hotel_responsible_failure;high_severity_issue;high_review_risk;recoverable_before_checkout;manager_review_required
audit_00077,case_00077,TKT000077,PMS000604,over_comped,severity_inferred,Review downward variance between the matched synthetic action and context-engine recommendation.,loyalty_guest,business_traveler,valet_or_parking_delay,2,45.14,0.337,3160,12820,0.257,false,685,650,0.92,sample_seed_public_rate_shape,spa_wellness_credit,385,212,parking_fee_waiver,parking or destination-fee waiver,85,15,7,30,-300,-197,false,moderate,1.0,intelligent_generosity,smp-public-context-v1.0.0,1.0,0.95,severity_inferred;no_review_or_survey,high_guest_relationship_value;recoverable_before_checkout;high_perceived_value_lower_estimated_cost
